Property_ID,Location,BHK,Bathrooms,Furnishing_Status,Super_Builtup_Area,Carpet_Area,Property_Type,Age_of_Property,Floor,Total_Floors,Parking,Power_Backup,Gated_Security,Nearby_Metro,Nearby_School,Nearby_Hospital,Price_in_Lakhs
PROP0824,Sector 57,3,4,Semi-Furnished,3107,2635,Builder Floor,11,1,2,3,Yes,No,4.38,2.19,4.64,500.59
PROP0825,Palam Vihar,4,1,Semi-Furnished,3039,2432,Apartment,13,17,20,0,Yes,No,1.71,0.36,4.16,348.74
PROP0826,DLF Phase 1,3,1,Unfurnished,3474,2932,Independent House,1,12,15,0,Yes,No,2.98,2.55,0.63,480.78
PROP0827,Palam Vihar,1,2,Semi-Furnished,3942,3192,Independent House,8,13,14,2,Yes,No,4.25,2.22,0.63,505.59
PROP0828,Sector 57,5,2,Unfurnished,1745,1478,Builder Floor,9,4,11,3,Yes,Yes,2.26,1.87,2.2,350.53
PROP0829,Sector 57,3,2,Unfurnished,3020,2467,Independent House,16,9,10,3,No,No,0.19,2.48,0.58,492.62
PROP0830,Palam Vihar,3,4,Semi-Furnished,4268,3508,Penthouse,16,11,18,3,No,No,0.47,1.27,3.13,613.27
PROP0831,Sector 45,1,4,Unfurnished,2745,2293,Builder Floor,2,9,13,1,No,Yes,2.6,0.74,0.8,465.64
PROP0832,Sector 56,2,4,Fully-Furnished,1969,1633,Apartment,18,10,19,2,No,Yes,4.85,1.58,2.66,233.68
PROP0833,Golf Course Road,4,1,Fully-Furnished,3549,2895,Builder Floor,0,1,8,0,Yes,Yes,3.5,1.69,0.14,759.43
PROP0834,Sector 45,2,4,Semi-Furnished,4259,3525,Studio,11,4,9,0,Yes,Yes,0.45,1.66,1.65,621.36
PROP0835,Sector 45,5,3,Semi-Furnished,1065,890,Builder Floor,6,6,13,2,No,No,1.03,1.74,3.42,235.56
PROP0836,Sushant Lok,3,3,Unfurnished,4062,3258,Independent House,3,5,14,0,No,Yes,3.88,2.85,2.47,551.81
PROP0837,Golf Course Road,1,2,Unfurnished,4250,3402,Independent House,9,2,8,0,No,No,4.22,2.72,4.89,485.65
PROP0838,Golf Course Road,1,4,Unfurnished,2738,2253,Penthouse,12,12,13,2,No,No,3.13,2.64,4.38,344.68
PROP0839,Sector 45,4,3,Unfurnished,4929,3975,Penthouse,1,2,8,0,No,Yes,3.26,2.42,1.86,1420.66
PROP0840,DLF Phase 1,2,2,Fully-Furnished,4104,3419,Penthouse,9,5,6,3,No,Yes,0.24,2.84,0.32,642.89
PROP0841,Sushant Lok,4,4,Fully-Furnished,4049,3282,Apartment,3,10,14,1,No,Yes,4.16,0.39,4.24,547.11
PROP0842,Sushant Lok,3,1,Semi-Furnished,3940,3237,Penthouse,17,16,24,2,No,Yes,3.96,0.87,4.57,475.4
PROP0843,Sector 57,4,3,Unfurnished,1432,1159,Apartment,4,9,14,1,Yes,Yes,1.37,1.54,4.12,274.38
PROP0844,Golf Course Road,1,1,Unfurnished,1712,1416,Penthouse,18,11,16,0,Yes,Yes,3.57,2.55,0.73,205.97
PROP0845,Sector 45,1,4,Semi-Furnished,2748,2214,Apartment,1,16,24,0,Yes,No,1.15,1.56,4.99,465.82
PROP0846,Sector 57,5,3,Unfurnished,1908,1528,Builder Floor,11,3,11,3,Yes,No,0.3,2.27,1.37,363.05
PROP0847,Palam Vihar,5,4,Unfurnished,2544,2041,Builder Floor,16,1,2,2,No,No,1.09,0.5,3.65,278.34
PROP0848,Sector 56,3,1,Unfurnished,4531,3840,Independent House,9,10,15,0,Yes,No,0.98,0.83,4.55,867.4
PROP0849,Sushant Lok,2,3,Unfurnished,4262,3439,Apartment,1,6,11,2,No,Yes,1.75,2.22,1.25,456.95
PROP0850,Palam Vihar,4,1,Unfurnished,3446,2878,Studio,5,1,9,2,Yes,Yes,2.15,0.58,4.55,406.84
PROP0851,Palam Vihar,3,4,Semi-Furnished,4404,3538,Independent House,7,17,18,2,No,No,2.59,1.12,1.62,675.3
PROP0852,DLF Phase 1,5,4,Unfurnished,4091,3294,Builder Floor,18,3,10,2,No,No,2.44,0.87,4.88,338.61
PROP0853,Sector 56,4,1,Semi-Furnished,2601,2146,Apartment,10,7,14,2,Yes,No,1.43,1.11,1.48,451.43
PROP0854,Palam Vihar,5,3,Unfurnished,1644,1353,Penthouse,11,19,28,1,Yes,Yes,0.24,2.15,4.77,306.73
PROP0855,Palam Vihar,4,1,Fully-Furnished,2959,2507,Studio,8,13,15,3,No,Yes,3.06,1.17,0.36,379.33
PROP0856,Sector 56,2,4,Fully-Furnished,3892,3297,Builder Floor,1,11,14,2,No,Yes,2.04,1.71,3.58,817.54
PROP0857,Sector 56,3,1,Fully-Furnished,2632,2208,Independent House,7,17,21,1,No,No,1.56,0.39,2.71,610.99
PROP0858,Palam Vihar,4,4,Fully-Furnished,3600,2988,Apartment,10,10,11,0,Yes,No,4.35,2.43,2.44,459.1
PROP0859,Sector 56,1,1,Semi-Furnished,1196,984,Studio,3,7,14,2,Yes,Yes,3.76,1.17,1.2,172.8
PROP0860,Palam Vihar,1,3,Semi-Furnished,3941,3222,Apartment,9,1,4,0,No,Yes,4.3,1.98,3.56,368.87
PROP0861,Palam Vihar,4,3,Unfurnished,4213,3569,Penthouse,19,14,17,2,Yes,No,2.53,2.2,1.03,550.35
PROP0862,DLF Phase 1,4,1,Fully-Furnished,3768,3127,Independent House,15,8,11,1,No,No,0.74,0.71,2.81,478.6
PROP0863,Sector 45,4,1,Semi-Furnished,4862,4030,Apartment,7,18,26,1,Yes,Yes,3.51,2.67,1.34,944.41
PROP0864,Palam Vihar,1,3,Unfurnished,4271,3466,Builder Floor,3,19,28,1,Yes,No,1.11,1.89,4.78,484.49
PROP0865,Sector 57,1,4,Unfurnished,4592,3684,Independent House,9,7,9,3,Yes,Yes,2.26,1.34,0.24,819.86
PROP0866,Sushant Lok,4,3,Semi-Furnished,4720,3999,Builder Floor,11,18,19,0,Yes,Yes,0.42,0.63,1.08,624.52
PROP0867,Golf Course Road,5,4,Fully-Furnished,4165,3397,Apartment,13,4,13,3,Yes,No,4.14,2.83,1.29,589.51
PROP0868,Sector 45,5,1,Unfurnished,3631,2985,Independent House,15,10,16,2,No,No,0.72,2.29,2.13,696.01
PROP0869,Sector 45,2,1,Fully-Furnished,824,663,Builder Floor,17,14,23,0,No,No,4.53,0.7,1.24,114.47
PROP0870,Sector 45,3,4,Fully-Furnished,2756,2320,Penthouse,11,7,13,1,Yes,Yes,4.33,1.08,2.51,727.85
PROP0871,DLF Phase 1,5,1,Fully-Furnished,3198,2562,Penthouse,17,18,20,0,No,No,2.38,2.45,4.38,442.43
PROP0872,Palam Vihar,1,4,Unfurnished,2076,1747,Apartment,6,7,8,1,No,No,3.75,2.12,3.59,182.4
PROP0873,DLF Phase 1,5,2,Fully-Furnished,2136,1723,Independent House,19,18,26,3,Yes,Yes,3.14,2.32,2.94,265.29
PROP0874,Palam Vihar,2,3,Unfurnished,4836,4083,Studio,6,17,20,3,No,Yes,4.04,1.38,0.54,452.44
PROP0875,DLF Phase 1,2,2,Fully-Furnished,4545,3801,Independent House,8,9,10,1,Yes,No,2.22,2.18,3.5,591.57
PROP0876,DLF Phase 1,3,4,Unfurnished,4366,3528,Penthouse,0,6,14,1,No,Yes,3.95,1.22,0.92,704.18
PROP0877,Sushant Lok,5,3,Fully-Furnished,2505,2074,Builder Floor,5,8,9,2,No,Yes,2.37,0.71,3.95,396.79
PROP0878,Sector 57,1,4,Semi-Furnished,857,698,Studio,5,0,8,3,No,Yes,4.71,1.93,1.33,113.6
PROP0879,DLF Phase 1,1,3,Fully-Furnished,1136,918,Apartment,11,18,19,3,No,No,2.48,2.93,2.14,92.28
PROP0880,Sushant Lok,4,3,Fully-Furnished,2111,1779,Studio,11,4,13,2,No,No,2.37,1.0,1.82,214.81
PROP0881,Sector 56,1,3,Unfurnished,866,710,Apartment,9,18,27,3,No,Yes,3.95,1.44,4.31,101.0
PROP0882,Sector 57,3,3,Unfurnished,872,714,Studio,5,0,9,1,No,Yes,4.13,2.05,0.72,126.4
PROP0883,DLF Phase 1,3,4,Fully-Furnished,4649,3758,Apartment,16,14,17,0,Yes,Yes,2.82,1.67,2.87,428.22
PROP0884,Golf Course Road,1,3,Semi-Furnished,3765,3084,Apartment,18,15,19,0,Yes,No,0.98,2.55,0.8,333.77
PROP0885,Sector 45,1,3,Semi-Furnished,2097,1768,Studio,17,6,11,3,Yes,Yes,2.39,2.31,3.55,222.13
PROP0886,Sector 56,4,2,Unfurnished,1357,1110,Studio,5,11,17,2,Yes,Yes,4.84,0.27,4.53,206.84
PROP0887,Sector 56,1,1,Semi-Furnished,2948,2498,Apartment,18,7,16,1,No,No,3.79,3.0,2.23,283.67
PROP0888,Sushant Lok,4,1,Fully-Furnished,822,696,Penthouse,9,4,8,0,No,Yes,4.07,2.28,2.49,145.47
PROP0889,Sector 56,4,2,Unfurnished,4741,3827,Studio,7,9,15,1,No,No,0.26,2.61,4.64,672.87
PROP0890,Sector 57,1,2,Fully-Furnished,2542,2056,Independent House,5,4,5,3,Yes,No,2.39,1.99,2.65,550.37
PROP0891,DLF Phase 1,2,4,Unfurnished,2489,2098,Builder Floor,6,16,18,3,Yes,No,3.27,2.58,2.49,235.54
PROP0892,DLF Phase 1,2,4,Unfurnished,2440,1999,Apartment,0,4,12,0,Yes,Yes,4.17,0.43,2.93,249.92
PROP0893,Golf Course Road,4,4,Unfurnished,1091,873,Apartment,17,14,18,3,No,Yes,0.34,1.11,3.48,115.43
PROP0894,Sector 45,1,2,Unfurnished,3480,2831,Builder Floor,19,12,19,2,Yes,No,4.28,2.64,0.62,361.35
PROP0895,Sushant Lok,2,2,Semi-Furnished,3878,3218,Penthouse,11,0,4,3,No,Yes,2.79,0.68,4.12,526.9
PROP0896,Sector 45,1,3,Fully-Furnished,3639,3056,Builder Floor,15,10,19,3,Yes,No,1.07,0.33,2.23,551.8
PROP0897,Sector 56,1,4,Fully-Furnished,1381,1114,Studio,9,0,9,3,No,Yes,1.65,2.39,0.45,188.17
PROP0898,Golf Course Road,1,4,Fully-Furnished,3231,2602,Builder Floor,9,10,14,1,Yes,No,1.48,2.52,3.95,422.18
PROP0899,Sector 45,5,4,Unfurnished,3191,2699,Apartment,13,17,25,1,No,No,2.7,0.57,1.95,486.72
PROP0900,Sector 57,1,1,Semi-Furnished,4447,3724,Builder Floor,19,17,23,0,Yes,Yes,0.35,2.58,0.59,571.8
PROP0901,DLF Phase 1,5,3,Fully-Furnished,2392,1984,Independent House,9,15,16,0,Yes,Yes,0.88,2.09,3.21,411.7
PROP0902,Sector 56,4,4,Semi-Furnished,2360,1978,Studio,9,12,19,0,No,Yes,4.08,1.61,4.41,344.87
PROP0903,Golf Course Road,2,4,Unfurnished,3397,2790,Builder Floor,10,6,7,3,No,Yes,0.75,2.51,4.45,397.56
PROP0904,Sector 45,2,4,Fully-Furnished,3458,2897,Apartment,1,0,3,1,Yes,No,1.24,1.32,4.79,699.48
PROP0905,Sushant Lok,2,1,Semi-Furnished,2770,2267,Studio,19,15,23,2,No,No,2.32,0.66,4.35,172.27
PROP0906,Sector 57,2,1,Unfurnished,2660,2160,Apartment,7,0,9,3,Yes,Yes,2.63,0.93,0.11,417.0
PROP0907,Sector 57,2,2,Semi-Furnished,2875,2404,Penthouse,6,16,19,3,No,Yes,3.84,1.56,1.96,688.72
PROP0908,Sector 45,2,3,Fully-Furnished,4416,3625,Independent House,7,5,6,3,Yes,No,2.29,1.64,4.11,1000.98
PROP0909,DLF Phase 1,2,2,Fully-Furnished,2736,2323,Penthouse,0,1,2,2,No,Yes,3.97,2.44,1.89,477.84
PROP0910,Sector 45,4,3,Unfurnished,4747,3880,Independent House,1,16,23,0,Yes,Yes,3.13,2.39,3.05,1233.76
PROP0911,Sector 56,1,1,Unfurnished,2916,2467,Builder Floor,17,5,10,2,Yes,Yes,0.65,1.79,3.07,341.98
PROP0912,Sector 45,3,4,Unfurnished,4786,4052,Studio,14,13,14,0,Yes,Yes,0.87,2.36,1.89,623.39
PROP0913,Sector 57,5,2,Semi-Furnished,4297,3489,Builder Floor,0,17,23,2,No,No,2.24,0.66,4.53,1038.31
PROP0914,Golf Course Road,3,4,Semi-Furnished,2322,1950,Independent House,4,5,11,1,Yes,No,2.04,0.25,2.57,447.16
PROP0915,Sector 45,3,2,Semi-Furnished,4427,3637,Independent House,1,9,13,3,No,Yes,3.74,2.63,2.38,1109.62
PROP0916,DLF Phase 1,1,1,Unfurnished,1262,1067,Independent House,19,17,24,3,No,No,2.95,0.32,4.99,87.14
PROP0917,Golf Course Road,1,1,Fully-Furnished,4685,3853,Apartment,2,8,15,3,No,Yes,2.0,0.82,2.52,665.55
PROP0918,Sushant Lok,1,1,Fully-Furnished,3452,2890,Studio,18,7,16,0,Yes,Yes,0.94,2.12,0.97,256.45
PROP0919,Palam Vihar,2,2,Semi-Furnished,1028,846,Builder Floor,17,9,10,2,No,Yes,1.21,1.29,2.61,100.9
PROP0920,Sector 45,4,3,Semi-Furnished,3505,2843,Builder Floor,17,16,21,1,No,No,2.92,2.64,4.09,513.36
PROP0921,DLF Phase 1,2,2,Fully-Furnished,4891,3961,Penthouse,13,5,8,2,No,No,2.17,0.96,3.91,621.96
PROP0922,Golf Course Road,4,3,Fully-Furnished,1093,897,Independent House,7,13,20,3,Yes,No,2.62,0.13,3.96,225.37
PROP0923,DLF Phase 1,4,2,Semi-Furnished,3129,2621,Independent House,11,5,9,1,No,No,0.94,0.97,3.57,400.1
PROP0924,Sushant Lok,3,2,Semi-Furnished,3940,3271,Independent House,9,6,10,1,No,No,3.35,1.78,1.35,505.95
PROP0925,Sector 57,3,1,Fully-Furnished,4203,3507,Builder Floor,19,11,12,3,No,Yes,4.28,1.19,4.32,596.5
PROP0926,DLF Phase 1,4,4,Unfurnished,2538,2066,Penthouse,16,2,3,2,No,Yes,1.36,1.65,4.48,303.92
PROP0927,Golf Course Road,4,4,Semi-Furnished,1657,1365,Apartment,10,13,15,3,Yes,No,2.51,2.64,1.05,225.62
PROP0928,DLF Phase 1,2,3,Fully-Furnished,977,783,Studio,1,18,20,2,Yes,No,4.88,2.75,0.74,99.18
PROP0929,DLF Phase 1,2,4,Fully-Furnished,3234,2719,Apartment,3,15,16,1,No,No,1.73,0.87,4.88,348.24
PROP0930,DLF Phase 1,3,2,Fully-Furnished,2702,2295,Builder Floor,0,6,14,1,No,Yes,3.02,1.44,4.35,376.86
PROP0931,Sector 56,1,2,Fully-Furnished,4784,3924,Independent House,14,7,13,3,No,No,0.54,1.69,4.48,778.39
PROP0932,Sector 56,4,1,Unfurnished,1054,843,Studio,12,17,23,1,No,Yes,3.07,2.85,4.44,130.92
PROP0933,Sector 57,2,1,Fully-Furnished,3678,2973,Builder Floor,7,12,21,0,Yes,Yes,0.54,3.0,2.75,757.51
PROP0934,Sector 45,3,4,Semi-Furnished,904,752,Builder Floor,3,8,13,1,Yes,No,4.8,0.78,3.27,181.43
PROP0935,DLF Phase 1,2,3,Unfurnished,1520,1262,Builder Floor,9,9,13,0,Yes,Yes,3.61,2.21,2.77,139.84
PROP0936,Sushant Lok,4,4,Fully-Furnished,2705,2270,Studio,18,8,14,1,Yes,Yes,3.96,1.2,0.35,243.79
PROP0937,Sector 45,4,4,Unfurnished,2710,2202,Studio,17,14,22,3,No,No,3.55,0.12,3.75,299.88
PROP0938,Sushant Lok,5,4,Semi-Furnished,3679,3083,Penthouse,4,19,20,3,No,Yes,2.99,0.13,2.58,749.77
PROP0939,Sector 45,1,4,Fully-Furnished,4622,3856,Penthouse,18,1,8,0,Yes,No,2.3,1.44,3.27,833.38
PROP0940,Sector 57,5,2,Semi-Furnished,3483,2842,Apartment,15,12,20,3,Yes,Yes,4.31,1.52,2.56,571.54
PROP0941,DLF Phase 1,3,3,Fully-Furnished,4804,3974,Studio,0,1,10,1,No,No,4.79,0.17,2.51,518.7
PROP0942,DLF Phase 1,2,2,Fully-Furnished,4502,3634,Studio,11,18,26,1,No,No,2.55,2.09,0.94,366.07
PROP0943,Palam Vihar,3,3,Fully-Furnished,3254,2676,Studio,1,1,8,3,No,Yes,4.66,0.95,1.47,432.61
PROP0944,Sushant Lok,4,1,Fully-Furnished,4301,3630,Penthouse,7,2,5,1,No,No,2.96,1.72,0.88,796.04
PROP0945,Sector 45,5,4,Fully-Furnished,3498,2872,Builder Floor,17,5,7,2,No,Yes,2.74,0.97,1.06,662.29
PROP0946,Sector 45,5,2,Unfurnished,1129,950,Independent House,15,2,5,2,Yes,Yes,2.33,0.58,4.87,228.27
PROP0947,Sector 56,5,3,Fully-Furnished,3910,3243,Penthouse,4,9,13,1,Yes,No,1.13,1.28,0.85,1383.14
PROP0948,Palam Vihar,3,1,Fully-Furnished,1198,969,Studio,12,5,9,3,No,Yes,0.12,0.77,1.42,136.2
PROP0949,Golf Course Road,4,1,Unfurnished,3295,2731,Penthouse,18,15,21,0,No,No,1.28,1.65,2.99,473.6
PROP0950,Golf Course Road,2,4,Unfurnished,3751,3095,Apartment,2,16,23,3,Yes,Yes,2.6,0.68,3.09,500.06
PROP0951,Sector 56,2,3,Unfurnished,1079,884,Studio,7,18,22,0,No,Yes,1.96,1.57,0.85,139.88
PROP0952,Sector 56,3,2,Unfurnished,1769,1425,Apartment,11,2,8,3,Yes,No,2.3,0.56,3.99,243.2
PROP0953,Sector 56,5,4,Unfurnished,4645,3812,Studio,1,17,26,1,Yes,Yes,4.91,2.05,3.95,814.92
PROP0954,Sushant Lok,1,2,Unfurnished,3388,2722,Penthouse,10,6,12,2,Yes,Yes,1.82,2.29,1.26,427.14
PROP0955,Sushant Lok,3,1,Fully-Furnished,1834,1476,Builder Floor,11,8,11,3,Yes,Yes,2.32,0.42,1.51,235.86
PROP0956,Sector 57,3,2,Fully-Furnished,3700,3036,Independent House,17,19,20,0,No,Yes,0.75,1.46,4.7,706.87
PROP0957,Sector 57,4,2,Semi-Furnished,3306,2695,Apartment,12,11,16,2,No,Yes,0.33,0.31,4.15,566.75
PROP0958,Sector 56,2,4,Fully-Furnished,2906,2459,Penthouse,4,4,7,0,Yes,Yes,3.9,1.83,3.52,788.21
PROP0959,Palam Vihar,3,2,Fully-Furnished,4899,4011,Builder Floor,11,2,10,1,No,Yes,2.9,0.87,0.5,665.19
PROP0960,Sector 45,3,4,Unfurnished,3670,3075,Penthouse,1,10,11,2,No,Yes,3.83,1.63,2.15,975.21
PROP0961,Sushant Lok,5,1,Unfurnished,2376,1963,Apartment,4,3,5,0,No,No,0.83,1.6,2.84,287.26
PROP0962,Palam Vihar,5,4,Fully-Furnished,4160,3474,Independent House,6,4,7,3,No,Yes,2.9,2.78,1.02,847.8
PROP0963,DLF Phase 1,1,4,Semi-Furnished,4515,3670,Penthouse,11,0,3,1,Yes,Yes,1.34,1.69,2.3,575.66
PROP0964,Sushant Lok,4,3,Unfurnished,1325,1122,Studio,15,17,25,1,No,No,1.22,1.79,3.05,101.16
PROP0965,Sushant Lok,1,2,Fully-Furnished,1642,1357,Builder Floor,7,11,16,1,Yes,No,0.16,1.26,1.7,194.1
PROP0966,Sector 57,5,1,Fully-Furnished,1708,1437,Penthouse,8,12,20,3,Yes,No,0.74,2.85,3.93,549.63
PROP0967,Sector 45,2,4,Semi-Furnished,3703,3029,Builder Floor,14,8,14,3,No,Yes,1.62,2.35,4.22,548.09
PROP0968,Sector 45,5,1,Semi-Furnished,3332,2682,Studio,4,1,3,2,Yes,No,0.67,0.93,1.69,684.32
PROP0969,Golf Course Road,4,3,Unfurnished,3399,2833,Independent House,12,4,8,3,No,No,4.93,2.55,4.21,455.08
PROP0970,Golf Course Road,5,2,Semi-Furnished,4751,3802,Independent House,4,12,21,2,No,Yes,1.61,1.35,0.61,1074.59
PROP0971,Golf Course Road,4,4,Fully-Furnished,4058,3342,Studio,10,15,19,1,Yes,Yes,0.74,2.5,4.2,572.87
PROP0972,Golf Course Road,4,2,Fully-Furnished,1337,1082,Builder Floor,9,15,20,2,No,No,1.08,2.49,0.85,220.46
PROP0973,DLF Phase 1,4,3,Semi-Furnished,2259,1878,Penthouse,19,2,7,0,Yes,No,2.98,0.65,0.51,275.95
PROP0974,DLF Phase 1,4,3,Semi-Furnished,2628,2231,Studio,12,3,11,1,Yes,Yes,0.41,2.13,3.24,250.5
PROP0975,Sushant Lok,4,1,Semi-Furnished,2463,2027,Apartment,8,10,16,1,No,Yes,4.33,0.94,2.41,275.27
PROP0976,Sector 56,2,4,Semi-Furnished,3611,3036,Builder Floor,13,13,20,2,No,Yes,4.81,0.96,4.55,493.46
PROP0977,Sector 57,1,1,Unfurnished,4545,3751,Independent House,17,2,8,1,No,Yes,1.31,0.96,1.88,626.38
PROP0978,Sector 57,3,3,Semi-Furnished,2085,1719,Studio,14,15,20,3,Yes,Yes,2.31,2.2,1.51,287.6
PROP0979,Golf Course Road,1,2,Unfurnished,3117,2638,Independent House,9,14,19,0,No,No,0.21,0.77,2.55,404.87
PROP0980,Sushant Lok,4,1,Fully-Furnished,4115,3475,Builder Floor,6,9,12,2,Yes,Yes,3.24,0.1,2.33,627.35
PROP0981,Palam Vihar,2,1,Semi-Furnished,2548,2138,Independent House,7,8,15,2,Yes,Yes,2.13,2.17,1.79,396.53
PROP0982,Sector 56,5,2,Unfurnished,1506,1227,Studio,2,10,15,1,No,Yes,1.42,0.6,3.5,270.77
PROP0983,Sushant Lok,2,1,Semi-Furnished,2794,2311,Builder Floor,14,15,22,3,No,Yes,1.11,0.4,3.82,267.7
PROP0984,Sector 56,4,2,Fully-Furnished,1031,836,Apartment,15,9,11,1,No,Yes,3.3,0.79,4.28,160.08
PROP0985,Sector 56,2,4,Fully-Furnished,4758,3912,Studio,3,16,25,1,Yes,No,2.14,1.2,4.87,776.25
PROP0986,Sector 56,2,2,Fully-Furnished,1114,918,Penthouse,5,18,26,2,No,Yes,0.98,1.48,1.41,306.98
PROP0987,Sushant Lok,4,4,Semi-Furnished,2641,2222,Studio,0,1,6,1,Yes,No,3.48,0.23,3.61,320.45
PROP0988,Golf Course Road,2,2,Semi-Furnished,3025,2555,Builder Floor,3,1,3,0,No,Yes,2.87,2.91,2.03,447.13
PROP0989,Sector 57,3,3,Unfurnished,4938,4052,Studio,10,5,11,1,No,No,4.31,2.18,3.42,586.4
PROP0990,Sector 57,3,3,Fully-Furnished,1497,1198,Apartment,11,18,26,1,Yes,No,0.68,1.04,2.43,267.71
PROP0991,Golf Course Road,2,4,Semi-Furnished,1280,1079,Apartment,4,7,14,2,Yes,Yes,3.95,1.02,4.97,170.78
PROP0992,Sector 56,5,4,Fully-Furnished,836,676,Penthouse,15,2,10,1,No,Yes,3.4,1.4,3.67,208.2
PROP0993,Palam Vihar,4,3,Fully-Furnished,1453,1207,Independent House,12,13,17,3,No,Yes,0.66,1.92,4.77,242.7
PROP0994,Sector 45,3,4,Unfurnished,1670,1338,Builder Floor,12,15,18,2,No,Yes,3.5,0.52,4.19,251.68
PROP0995,Sushant Lok,5,2,Unfurnished,3448,2827,Builder Floor,16,0,7,1,No,Yes,2.26,0.65,4.52,342.83
PROP0996,Sector 45,2,2,Unfurnished,1722,1462,Independent House,6,2,4,0,No,No,4.73,2.59,4.09,297.93
PROP0997,Golf Course Road,5,3,Unfurnished,886,713,Apartment,7,17,22,0,Yes,Yes,0.79,0.84,2.35,138.14
PROP0998,Palam Vihar,1,1,Fully-Furnished,4271,3507,Apartment,12,8,15,2,Yes,Yes,3.25,1.2,1.33,447.72
PROP0999,Sushant Lok,3,2,Unfurnished,2335,1903,Studio,15,5,6,2,Yes,No,1.97,2.63,1.91,171.67
